signal,rebal,scheme,minvol,timing,win,sharpe,ann,vol,maxdd,turnover,sh_h1,sh_h2,n,market
beta+funding,M,rank,50000000.0,disp63,0.25,0.5333090585111366,0.2291479407030358,0.42967194546209014,-0.7748264617590187,23.049985733997836,0.01677139948396633,1.0684481299750501,1734,
beta+funding,M,q20,50000000.0,fund90,0.75,0.530761879668063,0.1700494807459644,0.320387517001622,-0.32017991561972625,21.105175758808404,0.4493802617945091,0.6008964415071444,1673,
beta+funding,W,rank,50000000.0,fund90,0.5,0.5305001074320093,0.13921493209410277,0.26242206201993096,-0.3325520285171497,25.34957951375296,-0.27932574386248293,1.1763362939078297,1673,
funding,W,q20,20000000.0,disp63,21.0,0.5294832595251578,0.25961158842858384,0.4903112303520309,-0.6227849605532065,76.0978143201901,0.7855251094654307,0.3459921382302367,1734,
dnbeta,M,rank,50000000.0,fund63,180.0,0.5277384571615537,0.1469766375089267,0.27850279909378206,-0.4713244438448668,14.841057206686829,0.53897298529172,0.5277314085217668,1704,advw
beta+funding,M,q20,20000000.0,fund63,0.75,0.5246618498297689,0.14470509815579327,0.27580640407291684,-0.31317663004811847,22.67213534873891,0.6471992251695876,0.4461737348715053,1704,
beta+funding,M,rank,5000000.0,none,0.25,0.5234261234854919,0.13519684339012408,0.25829212055724116,-0.47081576115275114,12.799200472621882,0.2602304150905639,0.8380240309187263,2007,
beta+idvol,W,rank,5000000.0,fund90,0.25,0.5234003623589211,0.09751946646779165,0.18631906563510897,-0.26790433655553225,12.461043407692294,0.026822040218823336,0.9766801567071585,1673,
beta_horizon,M,q20,20000000.0,fund90,60.0,0.5217868192589876,0.18084802103529676,0.34659369374666643,-0.4932754872799832,17.671638315503948,0.2073873221004031,0.7798143050554547,1659,
dnbeta,M,q20,50000000.0,none,365.0,0.5161821171690693,0.2247957650004251,0.43549700294401317,-0.7069313879569825,19.981421757614804,0.0639119528999411,0.9358698917473915,2007,advw
beta+idvol,M,q20,5000000.0,none,0.25,0.515106908938628,0.17732721567025944,0.34425322703521904,-0.7026742966240448,14.335338298709985,0.18718946482141,0.9212936945859477,2007,
beta+funding,W,q20,50000000.0,fund90,0.25,0.5138682184812986,0.19304068847549577,0.37566185557459447,-0.5744916034897105,25.976364643403805,-0.2072381501118523,1.091722067346994,1673,
beta_horizon,M,q20,50000000.0,fund90,60.0,0.5136958400880595,0.1991990954810331,0.38777634533089794,-0.670192676629612,17.883395731176943,-0.022174066238613684,1.0030807358086333,1673,
beta_horizon,W,rank,50000000.0,fund63,1095.0,0.5135185622570186,0.14734155951108105,0.28692547911702526,-0.6529835316233565,17.475570393685484,-0.5091658703344162,1.408492095219315,1704,
beta+funding,W,rank,50000000.0,none,0.25,0.5134311400489211,0.17120934437204544,0.3334611616189313,-0.4988446138626133,28.08797939094657,0.18810241164076047,0.8404676977046226,2021,
beta_horizon,M,q20,20000000.0,fund63,60.0,0.5075335720243366,0.1821472557663841,0.3588871077825961,-0.5496822924681544,18.980580328712616,0.1194636712363758,0.8300309672566011,1690,
beta+funding,W,q20,50000000.0,none,0.75,0.5072053774869334,0.21673692545329526,0.42731590608752723,-0.7299262700877696,62.09777774738468,0.8394083785290516,0.1484413261751483,2021,
beta+idvol,W,q20,5000000.0,fund90,0.25,0.5057697652569498,0.12256998694603541,0.24234344432147953,-0.37404383980756506,16.469801700417644,0.08511017394907427,0.8860606903114594,1673,
beta+idvol,W,rank,50000000.0,disp63,0.25,0.504489381188394,0.21991351486919025,0.4359130698671075,-0.7431925633672134,29.787026528735787,0.010373849341551155,1.1012560039629358,1734,
beta_horizon,W,q20,50000000.0,fund63,1095.0,0.5040968788135858,0.19084106593581066,0.3785801379785637,-0.6591994779717865,23.17559931333234,-0.3010670075513957,1.1705901428008256,1704,
beta_horizon,M,q20,50000000.0,disp63,1095.0,0.5039105544424173,0.32546458631686903,0.6458776928715043,-1.1623655454187811,24.428244670219257,0.17431529253102368,0.8845760522196559,1734,
beta+funding,W,rank,50000000.0,fund63,0.25,0.5034604983792426,0.1430119041044844,0.2840578447859827,-0.5178921920300861,21.572825482665518,-0.271357101570121,1.1518889378942663,1704,
beta+funding,W,q20,5000000.0,disp63,0.75,0.4980958677747393,0.2078626345587252,0.41731451314253776,-0.5838916221454031,64.35130411052008,0.39876570409028333,0.5860335424106337,1734,
beta+funding,M,rank,50000000.0,fund90,0.75,0.4913086823949606,0.11274890258955221,0.22948689211014983,-0.29738444519094553,18.460248001320572,0.05019648298517106,0.8373651423220786,1673,
funding,W,q20,5000000.0,fund90,21.0,0.4899396452649685,0.1090139722302495,0.22250490092773095,-0.5271098819611919,37.36792615569281,0.3978176665596667,0.567407130735978,1673,
beta+idvol,M,rank,50000000.0,fund90,0.75,0.4893939939304345,0.1324113940007155,0.2705619513988913,-0.31903095329795894,11.588188507204505,0.4078843445610251,0.5621042659841693,1673,
funding,W,rank,20000000.0,fund90,21.0,0.4864095263792918,0.10793165082804343,0.22189460726943205,-0.44795778350408977,33.41248704767207,0.108650489653877,0.7305180098788481,1673,
dnbeta,M,rank,50000000.0,fund90,180.0,0.47978543375554406,0.1294787585834873,0.2698680482439535,-0.396198892571056,13.768983625802981,0.2022973317883675,0.7047546228742998,1673,advw
beta+idvol,W,rank,5000000.0,none,0.25,0.4795561300815415,0.1350269061940237,0.2815664272106465,-0.5363304509465725,15.72906988054754,0.222845266166186,0.8229167398492097,2021,
beta+idvol,M,rank,20000000.0,disp63,0.25,0.47819641289801734,0.17972340248791321,0.37583594866120823,-0.7517234309333899,19.97116951809011,0.08568464975702454,0.995906750221705,1734,
funding,W,rank,5000000.0,none,63.0,0.4737118294964419,0.11114827416994766,0.23463267592050388,-0.4141518588453349,21.877277055972012,0.4816182176210714,0.4667009719546743,2007,
beta+idvol,M,rank,5000000.0,none,0.25,0.4727868230182307,0.12066145578027625,0.25521323756441394,-0.4796569713448369,10.798987895496358,0.04347310551423509,0.9957149559905922,2007,
beta+funding,W,q20,50000000.0,fund63,0.25,0.4726415642966866,0.18143815596123372,0.38388108382135716,-0.7233856328419934,28.171944535087732,-0.29735828953503085,1.08166372960901,1704,
dnbeta,M,rank,50000000.0,none,180.0,0.4665829782540665,0.16075768812475366,0.34454254787926897,-0.5131326628576888,18.830165331779234,0.5584023161292982,0.3683361832598215,2007,advw
beta_horizon,M,rank,20000000.0,disp63,1095.0,0.46016151408321243,0.18327439072748952,0.3982827444677336,-0.7410474782254132,18.222817045747977,-0.1784514856473785,1.1907017401313587,1734,
dnbeta,M,rank,20000000.0,fund63,365.0,0.4568124562302994,0.10243066832279975,0.2242291490211902,-0.5584354873569943,11.369516747335357,-0.6496231568502858,1.2353470604789099,1704,advw
beta_horizon,M,rank,20000000.0,none,90.0,0.4544993660649477,0.13624847107428542,0.29977703215281404,-0.6541831252524468,17.824476044444225,0.9410440369313933,-0.03316689901142558,2007,
beta+idvol,W,rank,20000000.0,disp63,0.5,0.45437653356273316,0.17856027621002518,0.39297864880905514,-0.6935852459735097,27.210286103403334,0.005699727087439087,1.046585592544364,1734,
beta_horizon,W,rank,20000000.0,disp63,1095.0,0.45420123576149607,0.1872490622582157,0.41226013386837485,-0.637974767702734,24.476045446901576,-0.1768051841284822,1.1417730676430824,1734,
funding,W,q20,5000000.0,fund63,21.0,0.4528722021620968,0.10317646926444293,0.22782689856400792,-0.5063891485096281,39.96323555015105,0.4235172495654651,0.48201595568121963,1704,
dnbeta,M,rank,20000000.0,fund90,365.0,0.4479876917221842,0.09687541997468986,0.21624571782826194,-0.5245429073630996,10.492627607378187,-0.8688531519983314,1.334374264907137,1673,advw
beta_horizon,W,q20,50000000.0,disp63,1095.0,0.4477803596861833,0.28013859944593844,0.6256160936631235,-1.2936259403319585,40.02898465339529,-0.04465296138600342,0.9815517905801197,1734,
beta+funding,W,rank,50000000.0,fund90,0.75,0.4474699606355408,0.10803669697697327,0.24143899363329088,-0.5144871774420111,31.515744822872907,-0.16836688725420348,0.9324578603064388,1673,
beta+idvol,M,rank,50000000.0,fund63,0.75,0.4468763920693754,0.12690859777676342,0.28399038308799596,-0.36507778519476264,12.703276774010364,0.36969765671518545,0.5155635435869942,1704,
beta+idvol,W,rank,5000000.0,disp63,0.75,0.4453189509926258,0.15724211171678584,0.3530999778165508,-0.5930336197665782,20.002813068827233,0.2971972542809168,0.6326046291559765,1734,
beta_horizon,M,rank,5000000.0,none,1095.0,0.4439981249134895,0.12077027076774412,0.27200626306986203,-0.5003436042179578,8.574005179140123,-0.0036046124594919533,1.0193417897586918,2007,
funding,M,q20,20000000.0,disp63,7.0,0.4426313885177046,0.20713222294695274,0.4679564719542426,-0.949618418660182,43.24658390224387,0.7834066817827996,0.07109553301596254,1721,
beta_horizon,W,q20,5000000.0,none,1095.0,0.44241534820134654,0.21477699551881518,0.48546461236482363,-1.2162756700214206,17.32051919401962,0.21410221537615057,0.8595448284409513,2021,
beta+funding,M,q20,50000000.0,fund63,0.75,0.4419004122751389,0.14571031573343665,0.3297356410763282,-0.31470847927616163,22.59731397240599,0.16431078797340315,0.6572428370167448,1704,
beta+funding,W,rank,50000000.0,fund63,0.5,0.4409521883694811,0.11928615763709917,0.27051948211933424,-0.46240290124203337,27.51228516135265,-0.4530563912701376,1.144044317401579,1704,
beta+funding,W,q20,20000000.0,disp63,0.75,0.4388730301048279,0.21720883515727335,0.4949240902440314,-0.6544007328391896,72.1638181260455,0.3145593838573557,0.5393419334129892,1734,
beta+idvol,W,rank,5000000.0,none,0.5,0.43508390722919354,0.11737051648579343,0.26976524421061837,-0.43031374356283164,15.3183632809996,-0.0035643802103731076,0.9810344492667733,2021,
beta_horizon,M,rank,20000000.0,none,60.0,0.43144697375015006,0.13460752903710063,0.3119908985966176,-0.707825526632245,20.951380746711365,0.9219347266043332,-0.09702417555124795,2007,
beta+funding,M,q20,5000000.0,disp63,0.5,0.42999180637510853,0.18593908832854494,0.43242472431285983,-0.7424014689281215,29.84190409218523,0.20906572208455673,0.6861960872486844,1734,
beta_horizon,M,q20,50000000.0,fund63,60.0,0.42892016765268137,0.17406766639186916,0.4058276563316572,-0.7237355706824851,19.37579697171397,-0.0243652267455298,0.8407671850651528,1704,
funding,W,rank,20000000.0,fund63,21.0,0.42562404036168233,0.09575574214896934,0.2249772876259504,-0.4756978419756598,35.71415694336385,-0.11683450578271805,0.7703733043151937,1704,
dnbeta,W,q20,20000000.0,fund63,365.0,0.4246730208028367,0.13559972378844684,0.31930383411712376,-0.6560562644702338,20.569948680700794,-0.049121994982536187,0.747824312596774,1704,advw
beta+funding,M,rank,20000000.0,fund90,0.75,0.42430482583929874,0.08224194619129743,0.19382750603559185,-0.32620930440256984,18.644587824105805,0.2720259013343244,0.5392070443680833,1673,
funding,M,rank,20000000.0,none,21.0,0.422092726421698,0.1023656252920135,0.2425192828121459,-0.5364635973221136,28.094694948609757,0.8221483498428199,0.019348879152293455,2007,
beta_horizon,M,rank,50000000.0,fund90,1095.0,0.42207446044903535,0.11173372728883414,0.26472515576982125,-0.6421378788892718,11.456152131884428,-0.6801800067258712,1.3928769925283944,1673,
beta_horizon,W,rank,5000000.0,disp63,1095.0,0.4185957256635954,0.15050550291158085,0.3595485899264405,-0.7255773832865201,17.33364694455991,-0.2909515297301996,1.2333770383113514,1734,
beta+idvol,M,q20,5000000.0,disp63,0.5,0.41690456208347215,0.1782416030778476,0.427535746279889,-0.9577383577256127,16.771497247431356,-0.04684152122665516,1.1286348932685022,1734,
beta+funding,W,rank,5000000.0,disp63,0.5,0.41493782313740796,0.1331940166130797,0.3209975306805715,-0.812495645490036,40.64298612183131,-0.3169418422926919,1.169382415123465,1734,
funding,M,q20,20000000.0,none,21.0,0.41219227034384914,0.13922981314575783,0.33777880654970277,-0.732686965858828,34.615210420837606,1.1057853898790286,-0.18853241809907215,2007,
beta+funding,W,q20,50000000.0,disp63,0.5,0.41177081979441044,0.23414254040647095,0.568623440882416,-0.689607265536569,59.95318757813941,0.05599099927501124,0.7363371095306427,1734,
beta+funding,W,rank,50000000.0,disp63,0.75,0.40745044790044394,0.1548587103389782,0.3800675913769426,-0.5744281697153468,57.067329013255936,0.17997031553989157,0.6298516489038117,1734,
dnbeta,M,rank,20000000.0,none,180.0,0.40514167647661553,0.11880815581328028,0.2932508865701398,-0.514426288649308,15.958006341647428,0.3867174028100734,0.4269037123065911,2007,advw
dnbeta,M,q20,20000000.0,fund90,365.0,0.4028589313111767,0.11709019217538202,0.290648122890787,-0.7269801329870778,11.867895020666758,-0.9064080769856452,1.3142497336706649,1673,advw
beta+funding,W,rank,50000000.0,fund63,0.75,0.4011755823689516,0.09927248285074894,0.24745395087243965,-0.5781413903335945,33.92134865511335,-0.28192707980525095,0.9359382789910465,1704,
dnbeta,M,q20,20000000.0,fund63,365.0,0.3995649107548304,0.11984284604712057,0.29993335956533757,-0.7917374804992082,12.584361437630374,-0.5871062529444212,1.1115884341707005,1704,advw
beta+funding,M,rank,50000000.0,fund63,0.75,0.39785051684904943,0.09408223698566678,0.23647634727432817,-0.35675705098142846,19.80231914866586,-0.20161501356759898,0.8849970342374213,1704,
beta+idvol,W,q20,20000000.0,disp63,0.5,0.39629369966837785,0.20989215092936744,0.5296378698551278,-0.8567271863233985,35.31220249467594,0.2707124822263114,0.5579955089527868,1734,
beta+funding,M,rank,5000000.0,fund90,0.75,0.39063720058934853,0.0640387682670135,0.1639341265255822,-0.3740292709241821,15.301778485026915,0.38662911085518653,0.40600083189570246,1673,
beta+funding,M,rank,20000000.0,fund63,0.75,0.38995011783562633,0.07754578242997785,0.19886077445081146,-0.3184778453976389,19.825842779204226,0.15743050152076282,0.5620755198822205,1704,
beta+funding,W,rank,50000000.0,disp63,0.5,0.3897404412225199,0.16261180561822006,0.41723102972877746,-0.5297410233664419,45.93584056853712,0.02777656323202029,0.7223189800203363,1734,
beta+idvol,M,q20,5000000.0,none,0.75,0.3882901686352984,0.13055084491312166,0.3362198053377487,-0.7886361969068555,12.91713745560637,-0.08910136396568179,0.9770568151128062,2007,
dnbeta,W,q20,50000000.0,fund63,365.0,0.38101769891637755,0.14625695659320764,0.3838586947776062,-0.7886052135759669,23.000840620411786,-0.5885004076724701,1.105190160029974,1704,advw
beta_horizon,M,q20,50000000.0,disp63,60.0,0.37875644788191093,0.24527465238518495,0.6475788168275801,-1.0065791993450328,34.52080123799323,0.25377524612694696,0.5138751089005152,1734,
funding,W,q20,5000000.0,none,63.0,0.37850632432795495,0.12117710584235307,0.32014552480068936,-0.5450515780074825,30.468702863806108,0.5809822162944256,0.1466807827394218,2007,
beta_horizon,W,rank,50000000.0,disp63,1095.0,0.3754704966368473,0.17522763562630683,0.4666881611094623,-1.1094624537173388,28.123510826511954,-0.23756660884189226,1.0562388052009242,1734,
beta+idvol,M,q20,20000000.0,disp63,0.25,0.37446296191090106,0.18494466052928077,0.4938930664477468,-0.9513175890652905,22.776577287495535,-0.11288969333616411,1.026434537540211,1734,
beta+idvol,M,rank,5000000.0,disp63,0.5,0.37442100470868395,0.12302757686160377,0.328580863024297,-0.6845776113459734,14.054044016612824,0.04792785183315471,0.8428280692226096,1734,
beta_horizon,M,rank,50000000.0,disp63,90.0,0.37252791529412954,0.17118443609180548,0.459521096443596,-0.8925291028947178,25.22351907482683,0.3578208462944831,0.3885118414851441,1734,
beta_horizon,M,rank,50000000.0,fund63,1095.0,0.3696972484853503,0.1034889783036112,0.2799289925137543,-0.7115449874660129,12.554736389860517,-0.6179857836773778,1.2462456760123475,1704,
beta+funding,M,rank,20000000.0,disp63,0.5,0.3689956831375813,0.1337721574870363,0.36253041322751434,-0.6351423385104995,27.789309302207283,0.06295587288293614,0.6900969494836869,1734,
dnbeta,W,q20,20000000.0,fund90,365.0,0.3666747429413307,0.1139182261616467,0.31067922826600036,-0.6324701995239705,19.27808403925841,-0.34752390883570977,0.8260008857581667,1673,advw
dnbeta,W,q20,50000000.0,fund90,365.0,0.36553784463451655,0.13700386521378746,0.3748007688527324,-0.7673396242594985,21.571860097068054,-0.7235678350518057,1.1585030202675235,1673,advw
dnbeta,M,q20,20000000.0,none,180.0,0.36542762969134357,0.14597366497751618,0.3994598468123825,-0.645442884542353,19.70590818366927,0.46571704678552456,0.2524186907641691,2007,advw
beta+funding,M,rank,20000000.0,disp63,0.25,0.3629114247853395,0.14056612413244302,0.38732901345166315,-0.8243243590660573,22.16156511748857,-0.005533105540182378,0.7793478329098129,1734,
beta+idvol,W,q20,5000000.0,disp63,0.75,0.35888079186495686,0.16095187789230378,0.4484828431633317,-0.7771891182583616,25.038727846012407,0.001646275622600223,0.8038998764325851,1734,
beta_horizon,M,rank,50000000.0,disp63,1095.0,0.3584269978294179,0.1671268801011437,0.46627871536809434,-1.3012134660532937,20.629984814416417,-0.02160365212284329,0.8056078235964107,1734,
dnbeta,W,rank,50000000.0,none,365.0,0.35494203190612805,0.11841130487521512,0.33360744637459977,-0.7938042324078978,21.412098576790406,-0.17583946642304224,0.9134663547475833,2021,advw
beta_horizon,W,q20,5000000.0,fund63,90.0,0.3539729012860338,0.10610990591230754,0.29976844421365356,-0.6071514613929483,23.07490572397809,-0.5113888533720417,0.9597484569583117,1704,
beta+funding,M,q20,20000000.0,disp63,0.75,0.34839833953275634,0.1698631592147223,0.48755444541592535,-0.6672857898185683,39.35895656932273,0.34822482894822576,0.34844908510357664,1734,
beta_horizon,M,q20,5000000.0,none,60.0,0.3471982438657655,0.13715702678807132,0.3950395176569477,-0.9473106869330477,22.191355555059978,0.6527533680893346,0.0251017641780766,2007,
beta+idvol,W,rank,5000000.0,none,0.75,0.3442674251544906,0.09548853757391433,0.27736733305819933,-0.5432668666267206,14.610277650188362,-0.20467299826197408,1.0099041143163616,2021,
beta+funding,M,rank,5000000.0,fund63,0.75,0.3414009028708528,0.058748258255065,0.1720799733130426,-0.35856336632218916,16.377446353192422,0.2991240635056307,0.3795352133685768,1704,
beta+funding,W,q20,20000000.0,disp63,0.5,0.3398100214554146,0.17523567192053183,0.5156871806487436,-0.8935644918806265,59.464407825598464,-0.263918389324187,0.8938655413770824,1734,
beta+funding,W,q20,20000000.0,fund90,0.75,0.33736181589034336,0.10075920974989644,0.2986680916569626,-0.6957436416687715,39.53353048059745,0.053224317958009165,0.528657743024783,1673,
dnbeta,M,rank,20000000.0,fund63,180.0,0.3352238074532313,0.07770323485116658,0.23179509665943793,-0.3676438380809577,13.483988577807642,0.516047367725963,0.2094827140556695,1704,advw
funding,M,q20,50000000.0,fund90,7.0,0.33454169633094644,0.09698568826369698,0.28990612927290704,-0.44240089758218687,23.670401691230836,0.6073905509754788,0.10204798784821992,1673,
dnbeta,W,rank,20000000.0,fund63,365.0,0.3337912513972794,0.07838544853879727,0.23483374177923755,-0.4929143671165602,15.856305100363821,-0.4852407543005524,0.8803468928608151,1704,advw
beta+funding,M,rank,20000000.0,disp63,0.75,0.3319262924329763,0.11116912661295392,0.3349211229942008,-0.4559492369856474,33.67508757521798,0.2200346308774418,0.4403957616511209,1734,
funding,W,q20,50000000.0,none,63.0,0.3239832962493342,0.13478060534943243,0.41601097003996973,-1.038435772825371,41.5666627842194,1.2402364668381076,-0.6964330990571548,2006,
funding,M,q20,50000000.0,none,21.0,0.3224024329991188,0.13213599930503958,0.4098480215420729,-0.8617510332188791,34.86855970051023,0.9519006157272698,-0.4454708579729126,2007,
beta+funding,W,q20,20000000.0,fund63,0.75,0.3208783848757516,0.09723395969822633,0.3030243365749818,-0.7351001739997091,42.127780607652575,0.03464958408854318,0.5196000369716067,1704,
dnbeta,M,rank,20000000.0,fund90,180.0,0.315901435633768,0.0714226712481324,0.22609163236261573,-0.32560516100690196,12.470680871861619,0.26967181984230515,0.3559753022033046,1673,advw
beta+idvol,W,q20,5000000.0,none,0.75,0.3150549454383451,0.11097203921122303,0.35223074837572976,-0.6564067989233344,19.303926805088377,-0.2535539304771675,1.0151518514921352,2021,
beta_horizon,W,q20,50000000.0,none,60.0,0.3088796347256048,0.15453596221954014,0.5003112696530579,-1.2646267262396094,46.88845100027756,0.7175716924455027,-0.09631682968203,2021,
funding,M,rank,20000000.0,disp63,7.0,0.3069520775418579,0.09289645006152765,0.3026415419809618,-0.4970916153114642,37.42885787352345,0.5548315287817154,0.06329092100265461,1734,
funding,W,rank,50000000.0,none,63.0,0.30680142953181355,0.09222096856741452,0.30058845784436516,-0.7815828196897033,30.56485344729671,1.0859532723674281,-0.5374870295912257,2007,
dnbeta,M,q20,20000000.0,fund90,180.0,0.3050653084744426,0.0906854160530654,0.2972655806278371,-0.4243555535465621,14.381775745366571,0.3801436180027882,0.2464039721908231,1673,advw
dnbeta,W,rank,20000000.0,fund90,365.0,0.30418301171531714,0.06933268033366963,0.22793081027995607,-0.4476217218656875,14.683454873041898,-0.7065976096897248,0.9423476120064087,1673,advw
beta_horizon,W,q20,20000000.0,disp63,1095.0,0.30163335243207373,0.17071396328298494,0.5659651424702075,-1.1750747595269353,32.699191569207,-0.3858416926521787,1.1814256766096374,1734,
dnbeta,M,q20,20000000.0,fund63,180.0,0.2983247493149111,0.0910886982650009,0.30533403103222867,-0.43830040496753864,15.327476311284045,0.5478723729041374,0.10253231329961053,1704,advw
dnbeta,M,q20,50000000.0,fund63,180.0,0.29684111903935834,0.10942723049704371,0.36863905799565017,-0.5385578401165552,16.747552402915737,0.44271545751687763,0.1852205073919475,1704,advw
dnbeta,M,q20,50000000.0,none,180.0,0.29664901861617604,0.1356575491680383,0.45729984141144564,-0.614696167170202,23.399020104668324,0.38304167984179704,0.20586201546007266,2007,advw
funding,W,q20,20000000.0,fund63,21.0,0.29472796210804014,0.08923320796366538,0.30276464888307625,-0.539970627779538,45.19642395072701,0.35573926746664947,0.2713397415944894,1704,
beta+funding,W,rank,50000000.0,disp63,0.25,0.2942805113984382,0.13023637819821565,0.44255862401259516,-0.8501490739344741,34.966926490436265,-0.1814547988593162,0.7638997717081588,1734,
beta+funding,M,rank,5000000.0,disp63,0.75,0.29241580237007486,0.08973506045002888,0.3068748669624297,-0.7064120210708171,27.843285746513914,0.5219672295792599,0.07667127633524001,1734,
funding,W,q20,20000000.0,fund90,21.0,0.291886358233042,0.08702767169869052,0.2981560091589057,-0.5465661587427717,42.38494826273569,0.36496790373738386,0.2641254148606336,1673,
funding,M,rank,5000000.0,disp63,21.0,0.2897219744950895,0.08478806562557202,0.29265320924771304,-0.6766062355613931,29.156273600321533,0.8445397543574332,-0.1832906353888435,1734,
beta+funding,M,rank,50000000.0,disp63,0.75,0.28925627967482237,0.10572714110809817,0.3655137279195979,-0.70196817356902,33.56920539282255,0.14613395667062418,0.4458525891669703,1734,
funding,M,q20,50000000.0,disp63,7.0,0.2888888558699689,0.1430836491404318,0.4952896113266303,-0.6264258900968622,43.12938817386026,0.7494552954777995,-0.32762007012324074,1734,
beta+funding,M,q20,50000000.0,disp63,0.75,0.2881675287919501,0.14932771631995995,0.518197580920961,-0.6957235588714311,39.03002579686674,0.17783980695618004,0.3982333403112424,1734,
funding,W,rank,5000000.0,fund90,63.0,0.2875808832931217,0.04694216589788636,0.16323117642711932,-0.4231767708863738,16.812091806001213,0.14359502425923903,0.4018630878053948,1673,
beta_horizon,M,rank,50000000.0,fund90,60.0,0.28526286557814307,0.07970275891907316,0.2794011017085569,-0.5915761320511237,15.55647552612856,-0.4798978254475657,0.9302749469450264,1673,
beta+idvol,W,q20,5000000.0,none,0.5,0.28484202876463877,0.09903876862911372,0.3476971746713268,-0.642906094532078,21.272782470256484,-0.12590881222773756,0.8119760670015588,2021,
beta+idvol,M,q20,5000000.0,disp63,0.75,0.27787915423995785,0.119305617277858,0.4293435310186443,-0.9237200834321055,16.324528452094608,-0.046287556985678394,0.7021768104658345,1734,
beta+funding,W,rank,20000000.0,disp63,0.5,0.27512221689237376,0.10554804024253199,0.3836405559490739,-0.7600097709250216,45.786359547139135,-0.31617654415075597,0.8259964382266807,1734,
funding,M,q20,20000000.0,disp63,21.0,0.27133115054181584,0.12507421581917558,0.46096519168336303,-0.7943434549298471,42.85174957839645,0.936033763089542,-0.2625633098554482,1734,
dnbeta,M,q20,50000000.0,fund90,180.0,0.27083650055137537,0.09743798731964831,0.35976682286649597,-0.44283157246331245,15.810697268938586,0.19707854165456457,0.3346105128962192,1673,advw
beta+funding,M,q20,5000000.0,fund90,0.75,0.27016132544352356,0.061858646725161406,0.22896928945550632,-0.5052826103450121,18.77550602084914,0.43231911631322484,0.1711191350137013,1673,
beta_horizon,M,rank,5000000.0,none,90.0,0.2674810366295893,0.07233081741477282,0.2704147491208408,-0.6960558379877586,13.528214172830042,0.7275181260498688,-0.20739609272834822,2007,
beta_horizon,M,rank,50000000.0,fund63,60.0,0.26192966130205764,0.076660240063651,0.2926749100600955,-0.6099269221746002,16.676409094090154,-0.3834735088424809,0.7948190687815045,1704,
dnbeta,W,q20,20000000.0,none,365.0,0.26026812648476316,0.13435084973638525,0.516201701495133,-1.116037353550918,24.545868670207902,0.071274744819155,0.5681151546792567,2021,advw
beta_horizon,W,q20,50000000.0,none,90.0,0.2592970499052256,0.1258290652603985,0.4852699454405271,-0.8577359021747588,39.50147072650033,0.8211567690680702,-0.2595388426076881,2021,
dnbeta,W,q20,50000000.0,none,365.0,0.25536973660397505,0.11898394067360744,0.46592811762235786,-1.1537612022947763,30.25558929109575,-0.18541498867672818,0.7075824348398041,2021,advw
beta+funding,W,q20,5000000.0,disp63,0.5,0.25398712010957797,0.10832460684066124,0.4264964569617806,-0.9832034736051868,52.748569057205856,-0.38726081237832044,0.9406655290561315,1734,
funding,W,rank,20000000.0,none,63.0,0.25285520436526077,0.06709583313009783,0.2653527867798001,-0.4125304994980723,27.4769001162163,0.8904016016071411,-0.382592043154622,2007,
beta+idvol,W,rank,5000000.0,disp63,0.5,0.2501624186913854,0.08501491340704449,0.33983886889070947,-0.7274882880291984,20.710439489966927,-0.10426441421283417,0.7371893951824231,1734,
beta_horizon,M,rank,20000000.0,fund63,90.0,0.2498787479540833,0.06211668812508085,0.2485873193845807,-0.5937391146182945,14.274511986837151,0.06580883419567002,0.3895419118131872,1704,
beta_horizon,W,rank,50000000.0,none,90.0,0.24797337642274747,0.08638891920021459,0.3483798157949743,-0.708354059959035,29.144048693316517,0.4861617641611123,0.018617710830891997,2021,
beta+funding,M,rank,5000000.0,disp63,0.5,0.24763658280516018,0.08019718160191876,0.32385029987680647,-0.623907607726869,22.82849411550727,0.06348053591376049,0.4547302854395492,1734,
dnbeta,M,q20,50000000.0,disp63,365.0,0.24716155852156657,0.1487653197277213,0.6018950544639023,-1.0257287218096918,24.344984683220964,-0.566343785419211,0.951342045767637,1734,advw
beta+funding,W,q20,20000000.0,disp63,0.25,0.24452722363585264,0.12666467576699966,0.5179982575503631,-1.2923063992535029,46.59438609078341,-0.6232975963921762,1.1940573518026714,1734,
beta_horizon,W,q20,5000000.0,fund90,90.0,0.24449935624475833,0.07042393795458886,0.28803322444779905,-0.5437796990750051,21.251304946981783,-0.6743249576117506,0.8598384110638378,1673,
beta+idvol,W,q20,20000000.0,disp63,0.25,0.2443095851528874,0.12333562625527753,0.5048333497766568,-0.8765522350159014,36.33969058878248,-0.07614127429976347,0.6658138616318899,1734,
funding,M,rank,50000000.0,none,63.0,0.2410466041550276,0.07020034051060829,0.2912314021460322,-0.6896110307494228,22.265163092193546,0.9417718273756617,-0.5536206380166314,2007,
funding,M,rank,20000000.0,none,63.0,0.23539301052925907,0.059035283169680326,0.25079454584035876,-0.6525074715884127,20.79962139683298,1.0347849243079372,-0.6279635559663173,2007,
dnbeta,W,rank,50000000.0,fund63,180.0,0.22952467957656528,0.06520881323337199,0.28410371099818704,-0.435982079412256,21.40867456104582,0.21513074827709014,0.24408346744978118,1704,advw
