signal,rebal,scheme,minvol,timing,win,sharpe,ann,vol,maxdd,turnover,sh_h1,sh_h2,n,market
funding,M,rank,5000000.0,fund90,7.0,-0.1946396967002552,-0.030679775663295356,0.15762342514611577,-0.38493774899721345,17.132203776542458,-0.08081706398542356,-0.28255429355278683,1673,
dnbeta,W,q20,5000000.0,fund90,180.0,-0.19473019055278806,-0.05121586882321849,0.26300939098262077,-0.5419268357759486,18.42787665613206,-0.4312411558315411,-0.021231822436383385,1673,advw
funding,W,q20,20000000.0,fund90,63.0,-0.20146135577910534,-0.057526825052240355,0.2855476914158977,-0.8168318207206278,26.946624318221197,-0.12713503198851764,-0.2570093911275709,1673,
beta_horizon,W,rank,50000000.0,fund90,60.0,-0.20285257676184487,-0.058845393251440045,0.2900894540793846,-0.6484402144421897,24.099206433957907,-0.7510153465066045,0.2113139283624517,1673,
dnbeta,M,rank,5000000.0,fund63,180.0,-0.20375838576376162,-0.04033430828947985,0.19795164816550728,-0.557505595071917,9.803191755458695,0.06879466129674092,-0.41221796011460315,1704,advw
beta_horizon,M,rank,20000000.0,disp63,90.0,-0.20405295716280886,-0.08283692414786498,0.4059579694391364,-0.8285737243972986,23.45229584192966,-0.18451320322770964,-0.22394474614551482,1734,
dnbeta,W,rank,5000000.0,fund63,180.0,-0.205859497580311,-0.04137174280117703,0.20097077515229467,-0.5097466792618705,15.23056166942623,-0.15033205221636856,-0.25137948371978597,1704,advw
beta_horizon,W,q20,5000000.0,fund63,60.0,-0.2094864760333316,-0.06294656826929121,0.3004803434627241,-0.9841549300330699,28.596264374586788,-0.9303293355630992,0.2675492311705347,1704,
dnbeta,M,q20,5000000.0,none,180.0,-0.21451860180549023,-0.07384331914913042,0.3442280460884513,-1.0647454344886862,14.439833553156372,-0.07946078974036169,-0.35959197306933266,2007,btc
funding,W,q20,50000000.0,fund90,63.0,-0.2263072249704198,-0.077561014959911,0.34272443122418583,-0.8240659175421798,29.309757455496285,-0.05809356493580884,-0.3798587743941748,1672,
funding,M,rank,20000000.0,fund63,63.0,-0.22673704047929089,-0.0455693442149297,0.20097882603831455,-0.5073850278342775,16.12996688283792,-0.7526912987212265,0.10980722967130636,1704,
funding,W,q20,20000000.0,fund63,63.0,-0.23009855595520232,-0.06661916587455394,0.28952448483650617,-0.8028525092121048,28.755859903558054,-0.49727632990121956,-0.062159001822145475,1704,
beta_horizon,M,rank,5000000.0,fund90,60.0,-0.23179688624876035,-0.049139936619460894,0.2119956717914009,-0.47768716205699435,11.650212010377066,-0.4716791793457019,-0.03316368622207574,1673,
funding,M,rank,20000000.0,fund90,63.0,-0.23229166440031504,-0.04555701185511173,0.1961198735767031,-0.5127951521375613,15.111077501689106,-0.31627217671736013,-0.18623880795120457,1673,
beta_horizon,W,q20,20000000.0,disp63,90.0,-0.23242766740505819,-0.1539316081739995,0.662277472783559,-1.821300816309205,46.66478250620405,-0.16872791166130421,-0.28480251948413676,1734,
dnbeta,M,q20,20000000.0,none,180.0,-0.23349564953655502,-0.09105489390595813,0.38996398471099986,-1.3253070719577271,19.272491659775635,0.1519871531533844,-0.5870085794962944,2007,btc
dnbeta,W,rank,50000000.0,none,365.0,-0.23500821831094923,-0.06785667840044932,0.2887417252390097,-0.8073978205622614,20.947020974979825,-0.22048162721795547,-0.2512520490164392,2021,btc
beta_horizon,W,rank,50000000.0,fund63,60.0,-0.23568129162603407,-0.07053344608485285,0.29927469252320366,-0.6828109143431318,25.970491897417094,-0.585225993675804,0.027838112651781818,1704,
dnbeta,W,q20,50000000.0,fund90,180.0,-0.24172430492223382,-0.09207349938839457,0.38090294402962876,-0.757648539256626,26.68799247922279,-0.2883926506118677,-0.20897656800435369,1673,advw
funding,W,q20,50000000.0,fund63,63.0,-0.24350682623695702,-0.08494116810507915,0.3488245870463718,-0.7522907748323393,31.412561627726937,-0.48436334541411824,-0.029660386394553838,1703,
funding,M,q20,5000000.0,fund90,63.0,-0.2477089675793411,-0.053449844268712556,0.21577678350135865,-0.749093135550126,14.701778031813177,0.15211446593183664,-0.5274849550708681,1673,
dnbeta,W,rank,20000000.0,disp63,365.0,-0.25328223895059476,-0.10087389162288449,0.3982667400636842,-1.303091575732164,24.54300951665503,-1.0663827157317973,0.5501340172152607,1734,advw
dnbeta,W,q20,20000000.0,fund63,365.0,-0.2575013103918038,-0.07455526785780206,0.28953354739966836,-0.5013059760794025,21.097099320112363,-0.13327717669032083,-0.3478534781909115,1704,btc
funding,M,rank,5000000.0,fund63,7.0,-0.25766843959216673,-0.04224767377669877,0.16396138325503762,-0.4104040936126574,18.1967504757135,-0.09953939240547607,-0.3823687459911832,1704,
funding,M,rank,5000000.0,disp63,63.0,-0.2588406413715207,-0.07416813546729195,0.2865397608130498,-0.9629735162725954,20.220504648505493,0.10675833086581765,-0.6175223017250119,1734,
dnbeta,W,q20,50000000.0,fund63,365.0,-0.2590610232204787,-0.09003540621604339,0.347545165601454,-0.8281122135746288,22.164585242031766,-0.586635528940843,-0.013811901223733852,1704,btc
funding,M,q20,50000000.0,fund63,63.0,-0.2605534045534759,-0.08753705971258562,0.3359659025089404,-0.7567384681787365,19.45252462553779,-0.9598107325716769,0.320133714341348,1690,
funding,M,q20,50000000.0,fund90,63.0,-0.2615602324486248,-0.08619135216595823,0.32952773959201836,-0.7037745742393007,18.336869759475135,-0.5282199499764353,-0.05493966435094299,1659,
dnbeta,M,rank,20000000.0,none,180.0,-0.27206908070865304,-0.07746467819646201,0.28472429867698035,-0.9853423629322,15.521444663790447,-0.06872750482325903,-0.46774211552607453,2007,btc
beta_horizon,W,rank,20000000.0,fund90,60.0,-0.280680076874171,-0.07498224818564872,0.26714488972889683,-0.5643408627188938,24.007496837789613,-0.7137682180934535,0.002309630831283265,1673,
beta_horizon,M,q20,5000000.0,disp63,60.0,-0.28808068654784275,-0.15509348343247897,0.538368209583956,-1.1782241162136216,28.212774752567668,-0.6729298735424082,0.036345614394505454,1734,
funding,M,q20,5000000.0,fund90,7.0,-0.29190610523244026,-0.07063855617817129,0.24199067752256467,-0.6315410832972985,21.056624592175528,-0.08120036137821458,-0.46501216634043496,1673,
dnbeta,W,q20,5000000.0,none,365.0,-0.29450747760258716,-0.12301213311305093,0.4176876394257308,-1.503600655305036,17.44676006100042,-0.4062751258430629,-0.1262503607906767,2021,advw
beta_horizon,M,rank,20000000.0,disp63,60.0,-0.29537351079812996,-0.12221561903616852,0.41376634860021533,-0.9269658715782654,26.98086511149964,-0.43177873830083074,-0.1528434062995744,1734,
beta_horizon,W,q20,20000000.0,disp63,60.0,-0.2958488731576152,-0.2036968512603095,0.6885165695790526,-1.3884167245429053,57.19477290570661,-0.474324410756088,-0.16449145610779484,1734,
dnbeta,W,rank,20000000.0,none,180.0,-0.29613915321081635,-0.08687443281422323,0.2933567948456272,-1.1907460559058143,22.614063242415185,0.08934446551925275,-0.7199035902946671,2021,btc
funding,M,q20,5000000.0,fund63,63.0,-0.29954024947188285,-0.06690295272843431,0.22335212996046572,-0.7493566031878518,15.728614921852998,-0.14291760691966165,-0.4156970851032689,1704,
dnbeta,W,q20,50000000.0,disp63,180.0,-0.3083975058453416,-0.19741326236703238,0.6401260017518858,-1.3636839115371069,47.21417970640891,-0.044453216199866426,-0.5441720980799694,1734,advw
funding,W,rank,50000000.0,disp63,63.0,-0.31346092201805903,-0.12091304230425716,0.38573561746012835,-0.9704006700723042,38.86950168843198,0.02847354873655608,-0.6719079937899569,1734,
dnbeta,M,rank,5000000.0,fund63,365.0,-0.31907110249552406,-0.055917079061057626,0.1752495873920203,-0.6881540009813735,7.73018492272505,-1.1635528111157825,0.3587860105814903,1704,advw
funding,M,rank,20000000.0,disp63,63.0,-0.3192966189346377,-0.10505779785702916,0.329028845365053,-0.7419762053271364,26.64416979852334,-0.2826413810059205,-0.35340162670433944,1734,
beta_horizon,W,rank,20000000.0,fund63,60.0,-0.3199062371169214,-0.08766666195495082,0.2740386143922221,-0.6479630172227225,25.638225400201257,-0.42522045942600983,-0.2567061555022764,1704,
dnbeta,W,q20,20000000.0,none,180.0,-0.3214435217376599,-0.12291992557525812,0.3823997600286899,-1.4462286897393417,31.380143367642788,0.014260030954731452,-0.641705728588268,2021,btc
dnbeta,W,rank,50000000.0,none,180.0,-0.33421879932893983,-0.10836387076762673,0.3242303275136072,-1.1985198103635681,26.320776723654703,0.17580871471556497,-0.8494803904913835,2021,btc
dnbeta,W,q20,5000000.0,fund63,365.0,-0.3402797703151773,-0.07953561439531594,0.23373594710507672,-0.7667342654685343,14.743425507948695,-0.9032166408783074,0.06788494004759464,1704,advw
dnbeta,W,q20,50000000.0,fund90,365.0,-0.34723423328281516,-0.1192311497338689,0.3433738332958593,-0.8572577223847518,20.93368571947889,-0.8832297116068512,0.08093573210118381,1673,btc
dnbeta,M,rank,5000000.0,fund90,180.0,-0.347632142656703,-0.06617764048657004,0.19036686303177208,-0.5720939964565694,8.957689666670783,-0.21002353747343352,-0.4594581884534509,1673,advw
funding,M,q20,5000000.0,fund63,7.0,-0.34919463840446524,-0.08713062870979349,0.24951880449227232,-0.7526921079823925,22.29918261829828,-0.024643158957950693,-0.6207292790252884,1704,
dnbeta,W,q20,20000000.0,fund90,365.0,-0.3546347769224639,-0.10076702450633988,0.284143098939141,-0.5784034107385917,19.949798329908475,-0.3834316986510637,-0.34991780786045457,1673,btc
dnbeta,W,rank,5000000.0,fund90,180.0,-0.372333047928058,-0.07229641075096697,0.19417135049730003,-0.5444008674183556,13.888665474843773,-0.41768797025204435,-0.341943442500961,1673,advw
dnbeta,M,q20,50000000.0,disp63,180.0,-0.37235573881052575,-0.215115637974769,0.5777153822362092,-1.4046323052716985,27.017785323891413,0.0031153727197373764,-0.7722463786132723,1734,btc
dnbeta,W,rank,5000000.0,fund63,365.0,-0.3747799856151448,-0.06632588486016094,0.17697285715857267,-0.6895367487479043,11.303638195014509,-1.0867333400001657,0.18965149212492982,1704,advw
dnbeta,W,q20,20000000.0,disp63,180.0,-0.3776243900473403,-0.228686305216051,0.6055919883442435,-1.6756896426623633,41.95186558951327,-0.47924627844722195,-0.30247063105614813,1734,advw
beta_horizon,W,rank,50000000.0,disp63,60.0,-0.38289644137519685,-0.1829959176068857,0.47792535482869525,-1.1865840862422967,43.87575021389218,-0.7672326170626423,0.017732310074740524,1734,
beta_horizon,W,rank,5000000.0,fund63,60.0,-0.38440464961603954,-0.0823001559155165,0.21409771187138749,-0.8378109545777797,21.786501833450686,-1.0267357782312265,0.09972206903471928,1704,
funding,M,q20,5000000.0,disp63,63.0,-0.40161325064918374,-0.16475018855820406,0.4102209981665078,-1.307740348866966,26.606901252119492,0.01546068407338109,-0.8194354423401126,1734,
funding,M,q20,20000000.0,fund63,63.0,-0.4023898680570054,-0.10538306227370536,0.2618929318040782,-0.8172498185599519,18.282881651957037,-0.5536164152747216,-0.30327844952400085,1704,
beta_horizon,W,rank,5000000.0,fund90,60.0,-0.4073061013369908,-0.08325142540704775,0.2043952328083797,-0.7157569397157386,20.274446743476073,-1.2171398397629245,0.204971803499628,1673,
dnbeta,M,q20,5000000.0,fund63,180.0,-0.40804879382090153,-0.1198463117659054,0.2937058351372254,-0.8050905258133974,11.994760334236616,0.13965561133347298,-0.8152488785525394,1704,btc
dnbeta,M,rank,5000000.0,none,180.0,-0.40968582253666697,-0.10289168652369449,0.251147784140091,-1.0011010212573275,10.874428556088061,-0.3663899848420936,-0.45946291905537934,2007,btc
funding,M,q20,20000000.0,fund90,63.0,-0.41317195169181337,-0.10613957307228206,0.2568895895224078,-0.827830735277918,17.315655801196527,-0.22208092480974548,-0.5583190480465826,1673,
funding,M,rank,50000000.0,disp63,63.0,-0.41847568749229064,-0.15337800863136308,0.3665159368050233,-0.9025882969876159,27.353503688919265,-0.21697753023210364,-0.657246310558419,1734,
dnbeta,W,rank,20000000.0,none,365.0,-0.4221338348518932,-0.14146971903046582,0.33513001647949126,-1.3936658749807365,17.55697050983016,-0.4252115080058661,-0.4498474221290982,2021,btc
dnbeta,M,rank,5000000.0,fund90,365.0,-0.4306638634235292,-0.07259088217885272,0.16855577712463984,-0.6182569847824287,7.006516732119592,-1.4292882662362336,0.3056246893616891,1673,advw
funding,W,q20,50000000.0,disp63,63.0,-0.4357799923186584,-0.22943160915470262,0.5264849538730859,-1.5291681957420011,51.66041556205418,-0.17137516910324077,-0.7241191670304661,1733,
dnbeta,W,rank,50000000.0,fund63,365.0,-0.450761732692785,-0.10907075092920106,0.24196985462281423,-0.6567186688780693,17.20108253679356,-0.8798121491372809,-0.12817099921295952,1704,btc
funding,M,q20,20000000.0,disp63,63.0,-0.4508724501943304,-0.20368137891984128,0.4517494445093121,-1.3094519750480853,31.406639726189407,-0.194831443438312,-0.7069900211905501,1734,
dnbeta,W,rank,5000000.0,none,180.0,-0.4580163125490385,-0.11787702253800464,0.25736424513348277,-1.355747339760014,17.344211570515302,-0.10435473667831284,-0.9015085617103841,2021,btc
dnbeta,M,q20,20000000.0,none,365.0,-0.45865578461318174,-0.15862774455719048,0.34585357882485435,-1.4394476126733458,16.762516080819545,-0.5311976069265122,-0.38606609170015893,2007,btc
dnbeta,M,rank,50000000.0,fund63,365.0,-0.4589035105372336,-0.11167048543688161,0.24334197249036102,-0.7956776617972081,11.88717438362409,-1.0929156942319629,0.014645354758465887,1704,btc
dnbeta,W,rank,5000000.0,none,365.0,-0.46179047025665704,-0.14244215130111343,0.3084562382197839,-1.3655566184620611,12.01846734993696,-0.7187841416564069,-0.06372510708039629,2021,advw
dnbeta,W,q20,5000000.0,fund90,365.0,-0.46573212897167793,-0.10398433704479168,0.22327069698709828,-0.6857720291569933,13.655535384799954,-1.2569204003333037,0.06995136485850831,1673,advw
dnbeta,W,rank,20000000.0,disp63,180.0,-0.46705310719394755,-0.19753764162625084,0.42294471139065076,-1.2460497716050964,31.64739465318645,-0.46725722035502465,-0.4691414276817307,1734,advw
dnbeta,W,q20,5000000.0,none,180.0,-0.4683457097121512,-0.15482206667108583,0.3305721894329738,-1.6072146623703047,23.725887941049148,-0.12677932858494173,-0.8395545244291013,2021,btc
dnbeta,W,q20,5000000.0,none,365.0,-0.4712489960050154,-0.18660249847268354,0.3959743151807108,-1.6837625070185265,17.131691996799766,-0.4746949788194624,-0.5295104497341961,2021,btc
dnbeta,M,q20,50000000.0,fund63,180.0,-0.47521780745018066,-0.2012788341472394,0.42355069820976854,-1.296918848003762,16.364311443392754,-0.1473176404401131,-0.7239690805680393,1704,btc
dnbeta,M,q20,50000000.0,fund63,365.0,-0.47548598400994435,-0.16828272346566428,0.3539173164400673,-1.0464930106040111,13.222441525027723,-0.70411235677432,-0.3162603623922334,1704,btc
dnbeta,M,rank,50000000.0,fund63,180.0,-0.4810632694948621,-0.14116928076246973,0.29345262819733414,-0.7551364012568375,14.643899477871463,-0.25070799089177115,-0.656307657170627,1704,btc
dnbeta,W,q20,50000000.0,none,180.0,-0.4841378749200255,-0.21768805241603445,0.4496406162232075,-1.8860847136267351,36.16726942300043,-0.06878103078123238,-0.8717612811984438,2021,btc
dnbeta,W,q20,5000000.0,fund63,365.0,-0.4908776724761483,-0.10728092188500274,0.21854919850773105,-0.6431258682240847,14.382424292401264,-0.25602301036259173,-0.6730056531166788,1704,btc
dnbeta,M,q20,20000000.0,fund63,365.0,-0.492618908140196,-0.13854672551293537,0.28124524500286924,-0.8127019979035529,12.78986714439638,-0.7517405279883057,-0.32279238840715646,1704,btc
dnbeta,W,q20,50000000.0,disp63,365.0,-0.5022954255188237,-0.25789993631010727,0.5134427335142879,-1.3904539877046964,36.233560835991184,-0.7348008548229692,-0.26717665319440537,1734,btc
dnbeta,M,q20,5000000.0,fund63,365.0,-0.5079573660023199,-0.11895321539934743,0.2341795263951427,-0.9469886005826554,9.26241793839767,-1.275393586608194,0.03172485076805189,1704,advw
dnbeta,M,q20,50000000.0,disp63,365.0,-0.5161309133421983,-0.26961590125266466,0.5223789048146152,-1.6242301285159848,21.4910323797217,-0.5136550876960462,-0.5183274588796297,1734,btc
beta_horizon,W,q20,5000000.0,disp63,60.0,-0.5177408472571884,-0.27163617514765404,0.5246566435441367,-2.078512826908365,49.56183694749031,-1.4212578343410651,0.259917013650982,1734,
dnbeta,M,rank,50000000.0,fund90,365.0,-0.5179062231001832,-0.12355561635131479,0.23856754532067925,-0.75160650790768,10.902225525708229,-1.4130494953382515,0.1607443217678457,1673,btc
dnbeta,W,rank,5000000.0,fund90,365.0,-0.5180676061841233,-0.08790403265072477,0.1696767595607654,-0.6175332132035897,10.358171661718563,-1.3888719249130987,0.1206533639467372,1673,advw
beta_horizon,M,rank,5000000.0,disp63,90.0,-0.5223146187250789,-0.18752613422485162,0.3590290746266787,-1.0496869502797828,17.75827999218507,-0.7636511971564123,-0.2915759752387246,1734,
dnbeta,M,rank,20000000.0,none,365.0,-0.5307107238113742,-0.13345376633997827,0.2514623510555075,-1.0298435638491683,13.012019791828521,-0.7990601446233732,-0.2437801742386907,2007,btc
beta_horizon,M,q20,5000000.0,disp63,90.0,-0.5397080813732157,-0.27243077598601567,0.5047743129820321,-1.6960291527168574,23.22690760152628,-0.8069015034931939,-0.30962599903577603,1734,
beta_horizon,W,rank,20000000.0,disp63,90.0,-0.5409803624759045,-0.2431811184394954,0.44951930847642685,-1.483420052066295,35.41193162414846,-0.7867405190521289,-0.32622188970139,1734,
dnbeta,W,rank,50000000.0,fund90,365.0,-0.5428781102684302,-0.12916527291225388,0.23792683932013226,-0.6278401662307953,15.992894757019096,-1.1879067788634075,-0.06826274227220887,1673,btc
dnbeta,M,rank,50000000.0,disp63,180.0,-0.5454017902946366,-0.22279053932310772,0.40848883023055704,-1.2452802537319945,23.250860632439597,-0.28467219436754665,-0.8156753052766669,1734,btc
dnbeta,M,q20,5000000.0,disp63,180.0,-0.548845001862677,-0.269294871848293,0.49065741864161405,-1.6744329049513014,19.761994369601947,-0.3799635630724684,-0.7100286456626251,1734,advw
dnbeta,M,rank,20000000.0,fund63,365.0,-0.556006504255252,-0.1149812729154669,0.2067984313771286,-0.6784080511475169,11.268911141280366,-0.8027515057327061,-0.39524279018163805,1704,btc
dnbeta,W,rank,20000000.0,fund63,365.0,-0.5640804984830037,-0.11847805294529964,0.21003749157066365,-0.653568192475617,15.688018237512818,-0.726526463841955,-0.464859050194011,1704,btc
dnbeta,W,q20,20000000.0,fund63,180.0,-0.5656483361448944,-0.1905400430509114,0.33685247684013925,-1.096100275061744,26.101424856398886,0.09618288597188893,-1.0783495230823024,1704,btc
beta_horizon,W,rank,5000000.0,disp63,90.0,-0.5672504474750708,-0.21100479159251623,0.3719781844716647,-1.360569725235185,28.82771072063305,-1.1904615400178566,0.04273606285522734,1734,
dnbeta,M,rank,50000000.0,fund90,180.0,-0.5732012338753257,-0.16568232017534268,0.2890473892653543,-0.7781730217908285,13.62484230001334,-0.793867359277413,-0.38995500591916615,1673,btc
dnbeta,M,q20,5000000.0,fund90,180.0,-0.5758392593798384,-0.1654756407402813,0.28736429141440195,-0.9713926270276119,11.005110382638836,-0.18423319176608802,-0.9088529368893162,1673,btc
dnbeta,M,q20,20000000.0,fund90,365.0,-0.5790806325051125,-0.15989072315007108,0.2761113291915516,-0.8398607394018743,12.187232572531938,-0.9351321259389852,-0.34561720195907814,1673,btc
dnbeta,M,q20,50000000.0,fund90,180.0,-0.5899327793903161,-0.24605666991503447,0.4170927239698889,-1.3044188247908213,15.465838470592313,-0.6796372971991875,-0.5133148011558031,1673,btc
dnbeta,M,q20,50000000.0,fund90,365.0,-0.5905652411286598,-0.20541896570941126,0.34783450058256804,-1.065222651865447,12.386454594762473,-0.9841214536894166,-0.29118552668323583,1673,btc
dnbeta,M,rank,5000000.0,fund63,180.0,-0.5905691026495291,-0.12416363883638225,0.21024404812126896,-0.6331801621251415,9.475326928409952,-0.1083758808290952,-0.9622817356827964,1704,btc
dnbeta,W,q20,5000000.0,disp63,180.0,-0.6031018235879777,-0.2850083350159149,0.4725708393987954,-1.660336994392988,32.394736929652126,-0.7369700969361136,-0.4714878033378893,1734,advw
dnbeta,M,rank,20000000.0,fund63,180.0,-0.6048232261199407,-0.15374762430894023,0.25420257964506643,-0.8948957218234899,13.189448857540555,0.02797458906973716,-1.0833340423740014,1704,btc
dnbeta,M,q20,5000000.0,fund63,365.0,-0.6060649825923865,-0.1304268720913699,0.2152027849117451,-0.6891704118137751,9.085957050540278,-0.5849537996497797,-0.6317260547760348,1704,btc
dnbeta,M,q20,5000000.0,fund90,365.0,-0.6090161682984787,-0.13680442215827535,0.22463183948053664,-0.838732151783816,8.415809894378878,-1.6281070849321684,0.048591594861107326,1673,advw
beta_horizon,M,rank,5000000.0,disp63,60.0,-0.6109411578181386,-0.22503257366607907,0.36833755720393846,-1.1557288852296623,21.43093529735679,-0.9716455922165848,-0.25002183349194373,1734,
dnbeta,W,q20,5000000.0,fund90,365.0,-0.6194527427470945,-0.13115456485266663,0.2117265059979134,-0.7375637699385144,13.447159694389196,-0.5379501903775102,-0.6916238541555448,1673,btc
dnbeta,W,rank,50000000.0,fund63,180.0,-0.6269497916747686,-0.18188376380647667,0.2901089787758143,-1.079306831759862,21.343179065899296,0.013589000832579492,-1.1309381583378737,1704,btc
dnbeta,W,rank,20000000.0,fund63,180.0,-0.6276040396431528,-0.1533781177634248,0.24438675992371484,-0.8809332698022494,19.47796110242922,-0.007025455491015289,-1.1320763659222681,1704,btc
dnbeta,W,rank,50000000.0,disp63,365.0,-0.6325233721993686,-0.23070891510601926,0.36474369998979383,-1.2543185858166097,27.283133992432926,-0.9646532424312975,-0.2799650110042406,1734,btc
dnbeta,M,rank,20000000.0,fund90,365.0,-0.6341688003946544,-0.12790794965494748,0.20169385434185358,-0.6777231951366086,10.524685550056395,-1.1465371153181716,-0.29923186402433044,1673,btc
dnbeta,W,q20,5000000.0,fund63,180.0,-0.6375938886204805,-0.17918188751764447,0.28102823868862414,-1.0787101613937504,19.749921482191603,-0.014840832272603398,-1.1400983232571404,1704,btc
dnbeta,W,rank,50000000.0,disp63,180.0,-0.6455042282831993,-0.2762846665283533,0.4280137207825385,-1.4385362726259154,33.90074092091155,-0.049775269414170945,-1.2680504016562713,1734,btc
dnbeta,M,q20,5000000.0,none,365.0,-0.6474264295309651,-0.22348130650485584,0.34518409553771107,-1.6672946051232822,11.27415919326978,-1.0380066457256087,-0.1495083798939275,2007,advw
dnbeta,M,rank,50000000.0,disp63,365.0,-0.6533902590559921,-0.239735692452809,0.366910417059439,-1.3653640889789866,18.86099868809674,-1.0919560511615556,-0.18458633115337408,1734,btc
dnbeta,W,rank,20000000.0,fund90,365.0,-0.667051899726433,-0.13679150578447982,0.20506875977803202,-0.6687363862118489,14.73389262766706,-1.0480804529065644,-0.43231765382527654,1673,btc
dnbeta,M,rank,5000000.0,none,365.0,-0.6681118754960591,-0.1709118591661084,0.2558132334337118,-1.2965253014889067,8.315160435872752,-1.210729183253033,0.025156360836161143,2007,advw
dnbeta,W,q20,20000000.0,disp63,365.0,-0.6811484981090636,-0.3131648277997738,0.4597599916452148,-1.69071626260078,33.53087857118986,-0.9442808400532375,-0.4411594707771936,1734,btc
beta_horizon,W,rank,20000000.0,disp63,60.0,-0.7000434565984176,-0.31207245694616853,0.4457901206055983,-1.6705527061914358,42.75716089942807,-1.0205149433549559,-0.3966231395997993,1734,
dnbeta,M,rank,20000000.0,fund90,180.0,-0.7040115589632868,-0.1784578329250982,0.2534870779506683,-0.9880374269738934,12.297821530304754,-0.3496350325531068,-0.9961583621286795,1673,btc
dnbeta,W,q20,20000000.0,fund90,180.0,-0.7182434003759767,-0.24033554890393746,0.33461574276649075,-1.2446090670155923,24.516940166604606,-0.40518636631924604,-0.9852953143496831,1673,btc
dnbeta,M,q20,20000000.0,fund63,180.0,-0.7393238532813956,-0.25759719767092865,0.34842267908388996,-1.3080235872899757,15.371746965062687,-0.28896677358185213,-1.0786853418222606,1704,btc
dnbeta,M,q20,5000000.0,fund90,365.0,-0.7477602897684489,-0.1564959553732658,0.20928626127194616,-0.7388857845311081,8.290461452451897,-0.8308990152889659,-0.6983932513059993,1673,btc
beta_horizon,W,rank,5000000.0,disp63,60.0,-0.7580684397182432,-0.2797866092937061,0.3690782977295511,-1.7529927818603221,36.778861166274275,-1.5011307028305434,0.0008141483281405218,1734,
dnbeta,M,rank,5000000.0,fund90,180.0,-0.7582641623990645,-0.15585315489467147,0.20553939197333182,-0.7690411093481603,8.702831946814477,-0.49589080405502234,-0.9864402321002274,1673,btc
dnbeta,W,rank,50000000.0,fund90,180.0,-0.760214217152723,-0.2183442417696829,0.2872140994514165,-1.134830385486138,19.767169966055725,-0.4669203879088988,-1.0154447779280702,1673,btc
dnbeta,W,rank,5000000.0,fund63,180.0,-0.7659482290805892,-0.15731259541910436,0.20538280453750185,-0.8513362250090235,15.145495495891616,-0.26394179417495156,-1.1893724099365874,1704,btc
dnbeta,W,rank,5000000.0,none,365.0,-0.7696248617616819,-0.21202721830251772,0.2754942425030092,-1.5803197666519884,12.076529193906472,-0.8171085525240543,-0.7669234003978145,2021,btc
dnbeta,M,q20,20000000.0,disp63,365.0,-0.7735042121214328,-0.3464657123513975,0.44791703383381914,-1.8747700149722846,20.933442278782817,-1.2356449961174083,-0.29477031417276794,1734,btc
dnbeta,W,rank,20000000.0,fund90,180.0,-0.7799926476624747,-0.1885794635550223,0.24177082196885794,-0.9958529090383378,18.171487621686275,-0.4229970036243106,-1.0881949158930748,1673,btc
dnbeta,M,rank,5000000.0,disp63,365.0,-0.7976280456024498,-0.2574632965031486,0.32278616320303294,-1.5861993779724373,11.697370902977642,-1.4957332765247002,0.05210517793639592,1734,advw
dnbeta,M,q20,20000000.0,fund90,180.0,-0.8015324130556586,-0.27876981302198917,0.3477960572539333,-1.3955873050945093,14.450234804716974,-0.5917716252790173,-0.9792979195389573,1673,btc
dnbeta,M,rank,5000000.0,disp63,180.0,-0.8022462217999623,-0.27803580084845464,0.34657165505203463,-1.5259815517951876,15.340567828551555,-0.6993413521212491,-0.9113281851889541,1734,advw
dnbeta,M,rank,20000000.0,disp63,180.0,-0.8106073198775836,-0.2956240900519848,0.3646945725787788,-1.5303889287316481,20.627919693329,-0.6312196311066745,-1.0074368497073303,1734,btc
dnbeta,W,q20,5000000.0,disp63,365.0,-0.8123800762887976,-0.34934623397997716,0.4300280671282564,-1.9452669307014507,23.562687137209977,-1.3658199052540063,-0.18325099847918813,1734,advw
funding,M,q20,50000000.0,disp63,63.0,-0.8253811466004152,-0.4119394360866501,0.4990899510890801,-2.196411864235414,32.168508154280765,-0.8411666963107743,-0.8146058495184005,1720,
dnbeta,M,rank,20000000.0,disp63,365.0,-0.8318397589131055,-0.2735239152161681,0.3288180353071348,-1.4723649209169674,17.275282667208,-1.3014469694365474,-0.30864573489260705,1734,btc
dnbeta,W,rank,5000000.0,fund63,365.0,-0.8405272319814059,-0.13669734418440174,0.1626328558828011,-0.7349123534669918,11.19392007472475,-0.926951211958073,-0.7768298605549295,1704,btc
dnbeta,M,q20,20000000.0,disp63,180.0,-0.8417828604638907,-0.42055421149190997,0.49959939937497705,-2.0861513015001614,24.399723738153362,-0.643405035359709,-1.0496916430030774,1734,btc
dnbeta,W,q20,50000000.0,disp63,180.0,-0.8613373426812571,-0.5214716721482342,0.605420949851013,-2.550244023791691,46.02044488353114,-0.5696938987355282,-1.1437382259690871,1734,btc
dnbeta,W,rank,5000000.0,disp63,180.0,-0.8645905994738462,-0.2978045222045795,0.3444457092013386,-1.5855636606028647,24.0039894122377,-0.8659854472906443,-0.8627672788527742,1734,advw
dnbeta,W,q20,50000000.0,fund63,180.0,-0.8696449682293822,-0.35816857369974225,0.4118560870063814,-1.8037847598332202,28.18351524217573,-0.5418912334496618,-1.1238779098523228,1704,btc
